"Country","Year","FoodCode","FoodName","AgeClass","SourceAgeClass","Gender","Number_of_consumers","Consumers_Mean","Consumers_Median","Consumers_P05__g_day_","Consumers_P90__g_day_","Consumers_P95__g_day_","Consumers_P975__g_day_","Consumers_Standard_deviation__g_day_","Number_of_subjects","Total_Mean","Total_Median","Total_P05__g_day_","Total_P90__g_day_","Total_P95__g_day_","Total_P975__g_day_","Total_Standard_deviation__g_day_","Intake_Unit"
"France","2007","A02MP","Flavoured milks","Children and Adolescents","Other children","All","23","2.58","1.73","0.8","-1","6.19","7.94","2.31","482","0.12","0","0","-1","0","1.66","0.74","g/kg.bw/day"
"France","2007","A02LT","Milk","Children and Adolescents","Other children","All","30","8.15","5.54","0.51","-1","21.27","24.01","7.43","482","0.51","0","0","-1","2.49","7.66","2.68","g/kg.bw/day"
"France","2007","A0EZB","Whey","Children and Adolescents","Other children","All","105","0.02","0","0","-1","0.05","0.05","0.17","482","0","0","0","-1","0","0.01","0.08","g/kg.bw/day"
"France","2007","A046M","Artificial sweeteners (e.g., aspartam, saccharine)","Children and Adolescents","Other children","All","1","0.01","0.01","0.01","-1","0.01","0.01","0","482","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A046P","Aspartame","Children and Adolescents","Other children","All","3","0.02","0","0","-1","0.05","0.05","0.03","482","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A0EVF","Chemical elements","Children and Adolescents","Other children","All","88","0","0","0","-1","0","0","0","482","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A0EXZ","Vitamin A     (retinol, carotenoids)","Children and Adolescents","Other children","All","80","0","0","0","-1","0","0","0","482","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A03EV","Fruit soft drink, mixed fruit","Adults and Elderly","Adults","All","25","0.93","0.62","0.25","-1","2.39","2.96","0.83","2276","0.01","0","0","-1","0","0","0.13","g/kg.bw/day"
"France","2007","A03EX","Soft drink, flavoured, no fruit","Adults and Elderly","Adults","All","45","0.74","0.63","0.3","-1","1.26","1.52","0.59","2276","0.01","0","0","-1","0","0","0.13","g/kg.bw/day"
"France","2007","A03EY","Soft drink with bitter principle","Adults and Elderly","Adults","All","32","0.87","0.56","0.21","-1","2.37","3.32","1","2276","0.01","0","0","-1","0","0","0.15","g/kg.bw/day"
"France","2007","A03FG","Soft drink, lime flavour","Adults and Elderly","Adults","All","85","1.35","0.67","0.18","-1","4.73","8.84","2.02","2276","0.05","0","0","-1","0","0.5","0.47","g/kg.bw/day"
"France","2007","A03FH","Soft drink, mixed flavours","Adults and Elderly","Adults","All","86","1.54","0.89","0.35","-1","4.16","6.81","1.56","2276","0.06","0","0","-1","0","0.68","0.42","g/kg.bw/day"
"France","2007","A03FJ","Soft drink, orange flavour","Adults and Elderly","Adults","All","13","0.89","0.57","0.25","-1","2.42","2.48","0.81","2276","0.01","0","0","-1","0","0","0.09","g/kg.bw/day"
"France","2007","A03FX","Diet soft drinks with flavours","Adults and Elderly","Adults","All","16","0.91","0.71","0.3","-1","1.88","2.45","0.68","2276","0.01","0","0","-1","0","0","0.09","g/kg.bw/day"
"France","2007","A025Z","Head cheese","Adults and Elderly","Adults","All","94","0.19","0.15","0.06","-1","0.43","0.47","0.15","2276","0.01","0","0","-1","0","0.12","0.05","g/kg.bw/day"
"France","2007","A024F","Sausages","Adults and Elderly","Adults","All","456","0.21","0.16","0.01","-1","0.55","0.72","0.2","2276","0.04","0","0","-1","0.27","0.39","0.12","g/kg.bw/day"
"France","2007","A02RC","Cheese, feta","Adults and Elderly","Adults","All","70","0.12","0.08","0.03","-1","0.34","0.43","0.11","2276","0","0","0","-1","0","0.04","0.03","g/kg.bw/day"
"France","2007","A02QE","Cheese","Adults and Elderly","Adults","All","977","0.14","0.09","0.02","-1","0.46","0.65","0.17","2276","0.06","0","0","-1","0.29","0.44","0.13","g/kg.bw/day"
"France","2007","A0CRN","Cheese curd","Adults and Elderly","Adults","All","276","0.37","0.25","0.04","-1","1.06","1.41","0.37","2276","0.04","0","0","-1","0.29","0.54","0.18","g/kg.bw/day"
"France","2007","A02QF","Fresh uncured cheese","Adults and Elderly","Adults","All","163","0.02","0.01","0.01","-1","0.03","0.05","0.02","2276","0","0","0","-1","0.01","0.01","0.01","g/kg.bw/day"
"France","2007","A02QQ","Cheese, chevre frais","Adults and Elderly","Adults","All","22","0.11","0.08","0.04","-1","0.25","0.34","0.09","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02QZ","Cream cheese","Adults and Elderly","Adults","All","240","0.11","0.07","0.03","-1","0.3","0.39","0.14","2276","0.01","0","0","-1","0.07","0.13","0.06","g/kg.bw/day"
"France","2007","A02QJ","Mozzarella","Adults and Elderly","Adults","All","498","0.07","0.04","0.01","-1","0.21","0.27","0.07","2276","0.01","0","0","-1","0.1","0.15","0.04","g/kg.bw/day"
"France","2007","A02QK","Quark","Adults and Elderly","Adults","All","585","0.62","0.43","0.11","-1","1.69","2.14","0.59","2276","0.16","0","0","-1","0.94","1.37","0.4","g/kg.bw/day"
"France","2007","A02QL","Ricotta","Adults and Elderly","Adults","All","12","0.14","0.09","0.03","-1","0.39","0.45","0.15","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A031A","Processed cheese and spreads","Adults and Elderly","Adults","All","66","0.08","0.07","0.02","-1","0.19","0.25","0.06","2276","0","0","0","-1","0","0.04","0.02","g/kg.bw/day"
"France","2007","A031B","Processed cheese, sliceable","Adults and Elderly","Adults","All","227","0.04","0.01","0.01","-1","0.12","0.21","0.08","2276","0","0","0","-1","0.01","0.05","0.03","g/kg.bw/day"
"France","2007","A031C","Processed cheese, spreadable","Adults and Elderly","Adults","All","257","0.12","0.08","0.03","-1","0.32","0.42","0.15","2276","0.01","0","0","-1","0.1","0.17","0.06","g/kg.bw/day"
"France","2007","A02SV","Firm/semi-hard cheese (gouda and edam type)","Adults and Elderly","Adults","All","179","0.15","0.1","0.03","-1","0.47","0.56","0.14","2276","0.01","0","0","-1","0.08","0.15","0.06","g/kg.bw/day"
"France","2007","A02TC","Cheese, beaufort","Adults and Elderly","Adults","All","43","0.14","0.11","0.05","-1","0.36","0.65","0.14","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02TV","Cheese, edam","Adults and Elderly","Adults","All","350","0.04","0.02","0.01","-1","0.14","0.18","0.05","2276","0.01","0","0","-1","0.04","0.07","0.03","g/kg.bw/day"
"France","2007","A02VA","Cheese, gouda","Adults and Elderly","Adults","All","174","0.06","0.01","0","-1","0.33","0.5","0.13","2276","0","0","0","-1","0","0.01","0.04","g/kg.bw/day"
"France","2007","A02VN","Cheese, maasdam","Adults and Elderly","Adults","All","41","0.17","0.08","0.03","-1","0.46","0.48","0.24","2276","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A02VQ","Cheese, mimolette","Adults and Elderly","Adults","All","61","0.11","0.1","0.03","-1","0.2","0.23","0.06","2276","0","0","0","-1","0","0.03","0.02","g/kg.bw/day"
"France","2007","A02VR","Cheese, morbier","Adults and Elderly","Adults","All","36","0.13","0.09","0.03","-1","0.31","0.33","0.1","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02XF","Cheese, raclette","Adults and Elderly","Adults","All","110","0.34","0.23","0.07","-1","0.95","1.41","0.42","2276","0.02","0","0","-1","0","0.23","0.12","g/kg.bw/day"
"France","2007","A02XH","Cheese, saint nectaire","Adults and Elderly","Adults","All","81","0.15","0.11","0.04","-1","0.32","0.4","0.15","2276","0.01","0","0","-1","0","0.07","0.04","g/kg.bw/day"
"France","2007","A00AR","Cheese cake","Children and Adolescents","Adolescents","All","27","0.28","0.22","0.08","-1","0.82","0.94","0.23","973","0.01","0","0","-1","0","0.12","0.06","g/kg.bw/day"
"France","2007","A00AV","Cream cake","Children and Adolescents","Adolescents","All","57","0.43","0.35","0.12","-1","1","1.02","0.31","973","0.03","0","0","-1","0.19","0.37","0.13","g/kg.bw/day"
"France","2007","A00AX","Cream custard cake","Children and Adolescents","Adolescents","All","3","0.67","0.51","0.49","-1","0.98","1","0.31","973","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A00BA","Fruit cake","Children and Adolescents","Adolescents","All","87","0.48","0.3","0.07","-1","1.38","2.03","0.62","973","0.04","0","0","-1","0.26","0.45","0.23","g/kg.bw/day"
"France","2007","A00BC","Muffins","Children and Adolescents","Adolescents","All","106","0.4","0.28","0.07","-1","1.21","1.65","0.39","973","0.04","0","0","-1","0.32","0.48","0.18","g/kg.bw/day"
"France","2007","A00AJ","Beignets","Children and Adolescents","Adolescents","All","75","0.25","0.18","0.07","-1","0.67","0.74","0.22","973","0.02","0","0","-1","0.12","0.26","0.09","g/kg.bw/day"
"France","2007","A00AG","Choux pastry","Children and Adolescents","Adolescents","All","24","0.29","0.19","0.1","-1","0.67","1.14","0.35","973","0.01","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2007","A00AH","Eclair","Children and Adolescents","Adolescents","All","61","0.4","0.32","0.17","-1","1.01","1.12","0.27","973","0.02","0","0","-1","0.24","0.36","0.12","g/kg.bw/day"
"France","2007","A00AK","Profiterole","Children and Adolescents","Adolescents","All","9","0.76","0.38","0.16","-1","2.19","2.36","0.82","973","0.01","0","0","-1","0","0","0.1","g/kg.bw/day"
"France","2007","A00CH","Baklava","Children and Adolescents","Adolescents","All","13","0.26","0.13","0.02","-1","0.89","1.04","0.34","973","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2007","A00CC","Pastry based on laminated dough","Children and Adolescents","Adolescents","All","364","0.41","0.27","0.09","-1","1.19","1.52","0.39","973","0.15","0","0","-1","0.76","0.97","0.31","g/kg.bw/day"
"France","2007","A00BX","Flan tart","Children and Adolescents","Adolescents","All","76","0.81","0.66","0.26","-1","1.78","2.21","0.52","973","0.06","0","0","-1","0.54","0.84","0.26","g/kg.bw/day"
"France","2007","A00BZ","Fruit pie-tarts","Children and Adolescents","Adolescents","All","225","0.72","0.54","0.24","-1","1.79","2.3","0.55","973","0.17","0","0","-1","0.94","1.35","0.4","g/kg.bw/day"
"France","2007","A00BV","Shortcrust (pies -tarts)","Children and Adolescents","Adolescents","All","110","0.89","0.57","0.19","-1","2.58","3.99","0.89","973","0.1","0","0","-1","0.69","1.11","0.41","g/kg.bw/day"
"France","2007","A00CN","Macaroons","Children and Adolescents","Adolescents","All","10","0.25","0.1","0.04","-1","0.85","1","0.35","973","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A00CP","Meringue","Children and Adolescents","Adolescents","All","7","0.08","0.05","0.02","-1","0.22","0.24","0.09","973","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A00CL","Pancakes","Children and Adolescents","Adolescents","All","252","0.63","0.43","0.12","-1","1.64","1.86","0.62","973","0.16","0","0","-1","0.94","1.33","0.42","g/kg.bw/day"
"France","2007","A00CJ","Various pastry","Children and Adolescents","Adolescents","All","47","0.39","0.3","0.09","-1","0.93","1.15","0.32","973","0.02","0","0","-1","0","0.3","0.11","g/kg.bw/day"
"France","2007","A00BT","Brioche type products","Children and Adolescents","Adolescents","All","409","0.49","0.32","0.07","-1","1.59","1.95","0.49","973","0.21","0","0","-1","0.96","1.44","0.4","g/kg.bw/day"
"France","2007","A00BM","Croissant","Children and Adolescents","Adolescents","All","163","0.36","0.25","0.11","-1","0.95","1.23","0.32","973","0.06","0","0","-1","0.37","0.57","0.19","g/kg.bw/day"
"France","2007","A008C","Couscous","Children and Adolescents","Adolescents","All","378","0.37","0.28","0.06","-1","0.95","1.32","0.34","973","0.14","0","0","-1","0.69","0.87","0.28","g/kg.bw/day"
"France","2007","A008D","Gnocchi","Children and Adolescents","Adolescents","All","20","0.66","0.6","0.12","-1","1.39","1.89","0.51","973","0.01","0","0","-1","0","0","0.12","g/kg.bw/day"
"France","2007","A02DY","Albacore","Adults and Elderly","Adults","All","2","0.19","0.19","0.1","-1","0.28","0.28","0.14","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A07Y0","Swordfish","Adults and Elderly","Adults","All","7","0.34","0.26","0.23","-1","0.62","0.68","0.18","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A0FBT","Canned tunas and similar","Adults and Elderly","Adults","All","555","0.14","0.11","0.01","-1","0.4","0.5","0.14","2276","0.03","0","0","-1","0.21","0.31","0.09","g/kg.bw/day"
"France","2007","A0FBV","Canned mackerel","Adults and Elderly","Adults","All","97","0.17","0.14","0.06","-1","0.35","0.38","0.11","2276","0.01","0","0","-1","0","0.13","0.04","g/kg.bw/day"
"France","2007","A0FBZ","Canned sardines","Adults and Elderly","Adults","All","144","0.12","0.1","0.04","-1","0.25","0.32","0.08","2276","0.01","0","0","-1","0.06","0.11","0.03","g/kg.bw/day"
"France","2007","A0FCA","Canned anchovies","Adults and Elderly","Adults","All","54","0.05","0.04","0.01","-1","0.13","0.2","0.05","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A0F0P","Marinated / pickled fish","Adults and Elderly","Adults","All","8","0.2","0.13","0.05","-1","0.54","0.62","0.22","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A0FCB","Salted cod","Adults and Elderly","Adults","All","77","0.27","0.2","0.04","-1","0.62","0.77","0.37","2276","0.01","0","0","-1","0","0.13","0.08","g/kg.bw/day"
"France","2007","A02KF","Smoked salmon","Adults and Elderly","Adults","All","282","0.07","0.06","0.01","-1","0.18","0.24","0.07","2276","0.01","0","0","-1","0.08","0.1","0.03","g/kg.bw/day"
"France","2007","A02KG","Smoked herring","Adults and Elderly","Adults","All","47","0.14","0.11","0.03","-1","0.35","0.53","0.12","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A0EYS","Smoked fish","Adults and Elderly","Adults","All","25","0.16","0.13","0.04","-1","0.39","0.44","0.13","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A16EM","Smoked mackerel","Adults and Elderly","Adults","All","3","0.07","0.07","0.03","-1","0.11","0.12","0.04","2276","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A02KC","Fish fingers, breaded","Adults and Elderly","Adults","All","315","0.27","0.25","0.1","-1","0.54","0.71","0.14","2276","0.04","0","0","-1","0.28","0.36","0.11","g/kg.bw/day"
"France","2007","A02KE","Fish paste or surimi","Adults and Elderly","Adults","All","262","0.15","0.1","0.01","-1","0.46","0.63","0.16","2276","0.02","0","0","-1","0.11","0.2","0.07","g/kg.bw/day"
"France","2007","A0EYV","Structured/textured fish meat products or fish paste","Adults and Elderly","Adults","All","37","0.12","0.07","0.03","-1","0.32","0.37","0.11","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02EL","Cod liver","Adults and Elderly","Adults","All","4","0.24","0.18","0.03","-1","0.51","0.53","0.23","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A0F7F","Lumpfish roe","Adults and Elderly","Adults","All","7","0.07","0.06","0.03","-1","0.13","0.14","0.04","2276","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A02GX","Water snails, conches and whelks","Adults and Elderly","Adults","All","26","0.07","0.04","0.01","-1","0.16","0.23","0.07","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02HA","Clams","Adults and Elderly","Adults","All","5","0.01","0.01","0.01","-1","0.01","0.01","0","2276","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A02GM","Molluscs","Adults and Elderly","Adults","All","21","0.04","0.03","0.01","-1","0.08","0.09","0.03","2276","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A02HF","Mussels","Adults and Elderly","Adults","All","149","0.14","0.12","0.02","-1","0.32","0.37","0.09","2276","0.01","0","0","-1","0.07","0.15","0.04","g/kg.bw/day"
"France","2007","A02HG","Oysters","Adults and Elderly","Adults","All","94","0.19","0.15","0.03","-1","0.55","0.57","0.17","2276","0.01","0","0","-1","0","0.13","0.05","g/kg.bw/day"
"France","2007","A02HS","Scallop, great","Adults and Elderly","Adults","All","127","0.25","0.22","0.06","-1","0.48","0.54","0.15","2276","0.01","0","0","-1","0.08","0.24","0.07","g/kg.bw/day"
"France","2007","A008E","Glass noodle","Children and Adolescents","Adolescents","All","61","0.09","0.06","0.02","-1","0.25","0.31","0.08","973","0.01","0","0","-1","0.03","0.09","0.03","g/kg.bw/day"
"France","2007","A007E","Pasta, plain (not stuffed), uncooked","Children and Adolescents","Adolescents","All","887","0.52","0.41","0.12","-1","1.29","1.65","0.41","973","0.47","0.37","0","-1","1.28","1.59","0.42","g/kg.bw/day"
"France","2007","A007M","Dried egg pasta","Children and Adolescents","Adolescents","All","81","0.27","0.23","0.07","-1","0.68","0.74","0.23","973","0.02","0","0","-1","0.19","0.3","0.1","g/kg.bw/day"
"France","2007","A04LC","Pasta wholemeal","Children and Adolescents","Adolescents","All","9","0.32","0.22","0.13","-1","0.68","0.7","0.22","973","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A009M","Common laminated dough","Children and Adolescents","Adolescents","All","99","0.13","0.12","0.03","-1","0.33","0.4","0.1","973","0.01","0","0","-1","0.12","0.17","0.05","g/kg.bw/day"
"France","2007","A008Y","Short pastry dough (pate brisee)","Children and Adolescents","Adolescents","All","208","0.12","0.1","0.03","-1","0.28","0.34","0.08","973","0.03","0","0","-1","0.17","0.21","0.06","g/kg.bw/day"
"France","2007","A012A","Broad beans (without pods)","Children and Adolescents","Adolescents","All","1","0.26","0.26","0.26","-1","0.26","0.26","0","973","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A012J","Garden peas (without pods)","Children and Adolescents","Adolescents","All","434","0.27","0.19","0.02","-1","0.72","0.94","0.29","973","0.12","0","0","-1","0.54","0.7","0.24","g/kg.bw/day"
"France","2007","A012S","Beans (dry) and similar-","Children and Adolescents","Adolescents","All","16","0.44","0.38","0.16","-1","0.85","0.94","0.25","973","0.01","0","0","-1","0","0","0.06","g/kg.bw/day"
